source,target,boolean_expression,length
4,13,[[-4] + [-13 * 4] + [-2 * -12 * 4 * 13] + [-3 * -6 * 4 * 13 * 2] + [-3 * -6 * 4 * 13 * -2 * 12] + [-6 * -7 * 4 * 13 * 2 * 3] + [-6 * -7 * 4 * 13 * -2 * 12 * 3] + [-6 * -8 * 4 * 13 * 2 * 3 * 7] + [-6 * -8 * 4 * 13 * -2 * 12 * 3 * 7] + [-6 * -12 * 4 * 13 * 2 * 3 * 7 * 8] + [-6 * -15 * 4 * 13 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 4 * 13 * -2 * 12 * 3 * 7 * 8] + [0 * -1 * -14 * 4 * 13 * 2 * 3 * 6] + [0 * -1 * -14 * 4 * 13 * 2 * 3 * -6 * 7 * 8 * 12 * 15] + [0 * -1 * -14 * 4 * 13 * 2 * -3 * 6] + [0 * -1 * -14 * 4 * 13 * -2 * 12 * 3 * 6] + [0 * -1 * -14 * 4 * 13 * -2 * 12 * 3 * -6 * 7 * 8 * 15] + [0 * -1 * -14 * 4 * 13 * -2 * 12 * -3 * 6] + [0 * -5 * -14 * 4 * 13 * 2 * 3 * 6 * 1] + [0 * -5 * -14 * 4 * 13 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 1] + [0 * -5 * -14 * 4 * 13 * 2 * -3 * 6 * 1] + [0 * -5 * -14 * 4 * 13 * -2 * 12 * 3 * 6 * 1] + [0 * -5 * -14 * 4 * 13 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 1] + [0 * -5 * -14 * 4 * 13 * -2 * 12 * -3 * 6 * 1] + [0 * -9 * -14 * 4 * 13 * 2 * 3 * 6 * 1 * 5] + [0 * -9 * -14 * 4 * 13 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 1 * 5] + [0 * -9 * -14 * 4 * 13 * 2 * -3 * 6 * 1 * 5] + [0 * -9 * -14 * 4 * 13 * -2 * 12 * 3 * 6 * 1 * 5] + [0 * -9 * -14 * 4 * 13 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 1 * 5] + [0 * -9 * -14 * 4 * 13 * -2 * 12 * -3 * 6 * 1 * 5] + [0 * -12 * -14 * 4 * 13 * 2 * 3 * 6 * 1 * 5 * 9] + [0 * -12 * -14 * 4 * 13 * 2 * -3 * 6 * 1 * 5 * 9] + [0 * -14 * -16 * 4 * 13 * 2 * 3 * 6 * 1 * 5 * 9 * 12] + [0 * -14 * -16 * 4 * 13 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 1 * 5 * 9] + [0 * -14 * -16 * 4 * 13 * 2 * -3 * 6 * 1 * 5 * 9 * 12] + [0 * -14 * -16 * 4 * 13 * -2 * 12 * 3 * 6 * 1 * 5 * 9] + [0 * -14 * -16 * 4 * 13 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 1 * 5 * 9] + [0 * -14 * -16 * 4 * 13 * -2 * 12 * -3 * 6 * 1 * 5 * 9] + [-1 * -2 * -14 * 4 * 13 * 12 * 3 * 6 * 0] + [-1 * -2 * -14 * 4 * 13 * 12 * 3 * -6 * 7 * 8 * 15 * 0] + [-1 * -2 * -14 * 4 * 13 * 12 * -3 * 6 * 0] + [-2 * -5 * -14 * 4 * 13 * 12 * 3 * 6 * 0 * 1] + [-2 * -5 * -14 * 4 * 13 * 12 * 3 * -6 * 7 * 8 * 15 * 0 * 1] + [-2 * -5 * -14 * 4 * 13 * 12 * -3 * 6 * 0 * 1] + [-2 * -9 * -14 * 4 * 13 * 12 * 3 * 6 * 0 * 1 * 5] + [-2 * -9 * -14 * 4 * 13 * 12 * 3 * -6 * 7 * 8 * 15 * 0 * 1 * 5] + [-2 * -9 * -14 * 4 * 13 * 12 * -3 * 6 * 0 * 1 * 5] + [-2 * -14 * -16 * 4 * 13 * 12 * 3 * 6 * 0 * 1 * 5 * 9] + [-2 * -14 * -16 * 4 * 13 * 12 * 3 * -6 * 7 * 8 * 15 * 0 * 1 * 5 * 9] + [-2 * -14 * -16 * 4 * 13 * 12 * -3 * 6 * 0 * 1 * 5 * 9]],50
4,14,[[-4] + [-14 * 4] + [-2 * -12 * 4 * 14] + [-3 * -6 * 4 * 14 * 2] + [-3 * -6 * 4 * 14 * -2 * 12] + [-6 * -7 * 4 * 14 * 2 * 3] + [-6 * -7 * 4 * 14 * -2 * 12 * 3] + [-6 * -8 * 4 * 14 * 2 * 3 * 7] + [-6 * -8 * 4 * 14 * -2 * 12 * 3 * 7] + [-6 * -12 * 4 * 14 * 2 * 3 * 7 * 8] + [-6 * -15 * 4 * 14 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 4 * 14 * -2 * 12 * 3 * 7 * 8]],12
4,15,[[-4] + [-15 * 4] + [-3 * -7 * 4 * 15] + [-6 * -7 * 4 * 15 * 3] + [-6 * -8 * 4 * 15 * 3 * 7] + [-6 * -8 * 4 * 15 * -3 * 7] + [-7 * -12 * 4 * 15 * 3 * 6]],7
4,16,[[-4] + [-16 * 4] + [-2 * -12 * 4 * 16] + [-3 * -6 * 4 * 16 * 2] + [-3 * -6 * 4 * 16 * -2 * 12] + [-6 * -7 * 4 * 16 * 2 * 3] + [-6 * -7 * 4 * 16 * -2 * 12 * 3] + [-6 * -8 * 4 * 16 * 2 * 3 * 7] + [-6 * -8 * 4 * 16 * -2 * 12 * 3 * 7] + [-6 * -12 * 4 * 16 * 2 * 3 * 7 * 8] + [-6 * -15 * 4 * 16 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 4 * 16 * -2 * 12 * 3 * 7 * 8] + [-9 * -12 * 4 * 16 * 2 * 3 * 6] + [-9 * -12 * 4 * 16 * 2 * -3 * 6] + [0 * -12 * -14 * 4 * 16 * 2 * 3 * 6 * 9] + [0 * -12 * -14 * 4 * 16 * 2 * -3 * 6 * 9] + [-1 * -12 * -14 * 4 * 16 * 2 * 3 * 6 * 9 * 0] + [-1 * -12 * -14 * 4 * 16 * 2 * -3 * 6 * 9 * 0] + [-5 * -12 * -14 * 4 * 16 * 2 * 3 * 6 * 9 * 0 * 1] + [-5 * -12 * -14 * 4 * 16 * 2 * -3 * 6 * 9 * 0 * 1] + [-12 * -13 * -14 * 4 * 16 * 2 * 3 * 6 * 9 * 0 * 1 * 5] + [-12 * -13 * -14 * 4 * 16 * 2 * -3 * 6 * 9 * 0 * 1 * 5]],22
5,6,[[-6] + [-1 * -9 * 6] + [-2 * -12 * 6 * 1] + [-2 * -12 * 6 * -1 * 9] + [0 * -9 * -14 * 6 * 1 * 2] + [0 * -9 * -14 * 6 * 1 * -2 * 12] + [0 * -12 * -14 * 6 * 1 * 2 * 9] + [0 * -12 * -14 * 6 * -1 * 9 * 2] + [0 * -14 * -16 * 6 * 1 * 2 * 9 * 12] + [0 * -14 * -16 * 6 * 1 * -2 * 12 * 9] + [0 * -14 * -16 * 6 * -1 * 9 * 2 * 12] + [0 * -14 * -16 * 6 * -1 * 9 * -2 * 12] + [-1 * -12 * -14 * 6 * 9 * 2 * 0] + [-1 * -14 * -16 * 6 * 9 * 2 * 0 * 12] + [-1 * -14 * -16 * 6 * 9 * -2 * 12 * 0] + [-2 * -9 * -14 * 6 * 1 * 12 * 0] + [-2 * -14 * -16 * 6 * 1 * 12 * 0 * 9] + [-9 * -13 * -14 * 6 * 1 * 2 * 0] + [-12 * -13 * -14 * 6 * 1 * 2 * 0 * 9] + [-13 * -14 * -16 * 6 * 1 * 2 * 0 * 9 * 12]],20
5,7,[[-5] + [-7 * 5] + [-1 * -9 * 5 * 7] + [-2 * -12 * 5 * 7 * 1] + [-2 * -12 * 5 * 7 * -1 * 9] + [-3 * -6 * 5 * 7 * 1 * 2] + [-3 * -6 * 5 * 7 * 1 * -2 * 12] + [-3 * -6 * 5 * 7 * -1 * 9 * 2] + [-3 * -6 * 5 * 7 * -1 * 9 * -2 * 12] + [-6 * -12 * 5 * 7 * 1 * 2 * 3] + [-6 * -12 * 5 * 7 * -1 * 9 * 2 * 3] + [-6 * -15 * 5 * 7 * 1 * 2 * 3 * 12] + [-6 * -15 * 5 * 7 * 1 * -2 * 12 * 3] + [-6 * -15 * 5 * 7 * -1 * 9 * 2 * 3 * 12] + [-6 * -15 * 5 * 7 * -1 * 9 * -2 * 12 * 3] + [0 * -9 * -14 * 5 * 7 * 1 * 2 * 3 * 6] + [0 * -9 * -14 * 5 * 7 * 1 * 2 * 3 * -6 * 12 * 15] + [0 * -9 * -14 * 5 * 7 * 1 * 2 * -3 * 6] + [0 * -9 * -14 * 5 * 7 * 1 * -2 * 12 * 3 * 6] + [0 * -9 * -14 * 5 * 7 * 1 * -2 * 12 * 3 * -6 * 15] + [0 * -9 * -14 * 5 * 7 * 1 * -2 * 12 * -3 * 6] + [0 * -12 * -14 * 5 * 7 * 1 * 2 * 3 * 6 * 9] + [0 * -12 * -14 * 5 * 7 * 1 * 2 * -3 * 6 * 9] + [0 * -12 * -14 * 5 * 7 * -1 * 9 * 2 * 3 * 6] + [0 * -12 * -14 * 5 * 7 * -1 * 9 * 2 * -3 * 6] + [0 * -14 * -16 * 5 * 7 * 1 * 2 * 3 * 6 * 9 * 12] + [0 * -14 * -16 * 5 * 7 * 1 * 2 * 3 * -6 * 12 * 15 * 9] + [0 * -14 * -16 * 5 * 7 * 1 * 2 * -3 * 6 * 9 * 12] + [0 * -14 * -16 * 5 * 7 * 1 * -2 * 12 * 3 * 6 * 9] + [0 * -14 * -16 * 5 * 7 * 1 * -2 * 12 * 3 * -6 * 15 * 9] + [0 * -14 * -16 * 5 * 7 * 1 * -2 * 12 * -3 * 6 * 9] + [0 * -14 * -16 * 5 * 7 * -1 * 9 * 2 * 3 * 6 * 12] + [0 * -14 * -16 * 5 * 7 * -1 * 9 * 2 * 3 * -6 * 12 * 15] + [0 * -14 * -16 * 5 * 7 * -1 * 9 * 2 * -3 * 6 * 12] + [0 * -14 * -16 * 5 * 7 * -1 * 9 * -2 * 12 * 3 * 6] + [0 * -14 * -16 * 5 * 7 * -1 * 9 * -2 * 12 * 3 * -6 * 15] + [0 * -14 * -16 * 5 * 7 * -1 * 9 * -2 * 12 * -3 * 6] + [-1 * -12 * -14 * 5 * 7 * 9 * 2 * 3 * 6 * 0] + [-1 * -12 * -14 * 5 * 7 * 9 * 2 * -3 * 6 * 0] + [-1 * -14 * -16 * 5 * 7 * 9 * 2 * 3 * 6 * 0 * 12] + [-1 * -14 * -16 * 5 * 7 * 9 * 2 * 3 * -6 * 12 * 15 * 0] + [-1 * -14 * -16 * 5 * 7 * 9 * 2 * -3 * 6 * 0 * 12] + [-1 * -14 * -16 * 5 * 7 * 9 * -2 * 12 * 3 * 6 * 0] + [-1 * -14 * -16 * 5 * 7 * 9 * -2 * 12 * 3 * -6 * 15 * 0] + [-1 * -14 * -16 * 5 * 7 * 9 * -2 * 12 * -3 * 6 * 0] + [-2 * -9 * -14 * 5 * 7 * 1 * 12 * 3 * 6 * 0] + [-2 * -9 * -14 * 5 * 7 * 1 * 12 * 3 * -6 * 15 * 0] + [-2 * -9 * -14 * 5 * 7 * 1 * 12 * -3 * 6 * 0] + [-2 * -14 * -16 * 5 * 7 * 1 * 12 * 3 * 6 * 0 * 9] + [-2 * -14 * -16 * 5 * 7 * 1 * 12 * 3 * -6 * 15 * 0 * 9] + [-2 * -14 * -16 * 5 * 7 * 1 * 12 * -3 * 6 * 0 * 9] + [-9 * -13 * -14 * 5 * 7 * 1 * 2 * 3 * 6 * 0] + [-9 * -13 * -14 * 5 * 7 * 1 * 2 * 3 * -6 * 12 * 15 * 0] + [-9 * -13 * -14 * 5 * 7 * 1 * 2 * -3 * 6 * 0] + [-12 * -13 * -14 * 5 * 7 * 1 * 2 * 3 * 6 * 0 * 9] + [-12 * -13 * -14 * 5 * 7 * 1 * 2 * -3 * 6 * 0 * 9] + [-13 * -14 * -16 * 5 * 7 * 1 * 2 * 3 * 6 * 0 * 9 * 12] + [-13 * -14 * -16 * 5 * 7 * 1 * 2 * 3 * -6 * 12 * 15 * 0 * 9] + [-13 * -14 * -16 * 5 * 7 * 1 * 2 * -3 * 6 * 0 * 9 * 12]],59
5,8,[[-5] + [-8 * 5] + [-1 * -9 * 5 * 8] + [-2 * -12 * 5 * 8 * 1] + [-2 * -12 * 5 * 8 * -1 * 9] + [-3 * -6 * 5 * 8 * 1 * 2] + [-3 * -6 * 5 * 8 * 1 * -2 * 12] + [-3 * -6 * 5 * 8 * -1 * 9 * 2] + [-3 * -6 * 5 * 8 * -1 * 9 * -2 * 12] + [-4 * -7 * 5 * 8 * 1 * 2 * 3] + [-4 * -7 * 5 * 8 * 1 * 2 * -3 * 6] + [-4 * -7 * 5 * 8 * 1 * -2 * 12 * 3] + [-4 * -7 * 5 * 8 * 1 * -2 * 12 * -3 * 6] + [-4 * -7 * 5 * 8 * -1 * 9 * 2 * 3] + [-4 * -7 * 5 * 8 * -1 * 9 * 2 * -3 * 6] + [-4 * -7 * 5 * 8 * -1 * 9 * -2 * 12 * 3] + [-4 * -7 * 5 * 8 * -1 * 9 * -2 * 12 * -3 * 6] + [-6 * -7 * 5 * 8 * 1 * 2 * 3 * 4] + [-6 * -7 * 5 * 8 * 1 * -2 * 12 * 3 * 4] + [-6 * -7 * 5 * 8 * -1 * 9 * 2 * 3 * 4] + [-6 * -7 * 5 * 8 * -1 * 9 * -2 * 12 * 3 * 4] + [-6 * -12 * 5 * 8 * 1 * 2 * 3 * 4 * 7] + [-6 * -12 * 5 * 8 * 1 * 2 * 3 * -4 * 7] + [-6 * -12 * 5 * 8 * -1 * 9 * 2 * 3 * 4 * 7] + [-6 * -12 * 5 * 8 * -1 * 9 * 2 * 3 * -4 * 7] + [-6 * -15 * 5 * 8 * 1 * 2 * 3 * 4 * 7 * 12] + [-6 * -15 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * 12] + [-6 * -15 * 5 * 8 * 1 * -2 * 12 * 3 * 4 * 7] + [-6 * -15 * 5 * 8 * 1 * -2 * 12 * 3 * -4 * 7] + [-6 * -15 * 5 * 8 * -1 * 9 * 2 * 3 * 4 * 7 * 12] + [-6 * -15 * 5 * 8 * -1 * 9 * 2 * 3 * -4 * 7 * 12] + [-6 * -15 * 5 * 8 * -1 * 9 * -2 * 12 * 3 * 4 * 7] + [-6 * -15 * 5 * 8 * -1 * 9 * -2 * 12 * 3 * -4 * 7] + [0 * -9 * -14 * 5 * 8 * 1 * 2 * 3 * 4 * 6] + [0 * -9 * -14 * 5 * 8 * 1 * 2 * 3 * 4 * -6 * 7 * 12 * 15] + [0 * -9 * -14 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * 6] + [0 * -9 * -14 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * -6 * 12 * 15] + [0 * -9 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * 4] + [0 * -9 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * -4 * 7] + [0 * -9 * -14 * 5 * 8 * 1 * -2 * 12 * 3 * 4 * 6] + [0 * -9 * -14 * 5 * 8 * 1 * -2 * 12 * 3 * 4 * -6 * 7 * 15] + [0 * -9 * -14 * 5 * 8 * 1 * -2 * 12 * 3 * -4 * 7 * 6] + [0 * -9 * -14 * 5 * 8 * 1 * -2 * 12 * 3 * -4 * 7 * -6 * 15] + [0 * -9 * -14 * 5 * 8 * 1 * -2 * 12 * -3 * 6 * 4] + [0 * -9 * -14 * 5 * 8 * 1 * -2 * 12 * -3 * 6 * -4 * 7] + [0 * -12 * -14 * 5 * 8 * 1 * 2 * 3 * 4 * 6 * 9] + [0 * -12 * -14 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * 6 * 9] + [0 * -12 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * 4 * 9] + [0 * -12 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * -4 * 7 * 9] + [0 * -12 * -14 * 5 * 8 * -1 * 9 * 2 * 3 * 4 * 6] + [0 * -12 * -14 * 5 * 8 * -1 * 9 * 2 * 3 * -4 * 7 * 6] + [0 * -12 * -14 * 5 * 8 * -1 * 9 * 2 * -3 * 6 * 4] + [0 * -12 * -14 * 5 * 8 * -1 * 9 * 2 * -3 * 6 * -4 * 7] + [0 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * 4 * 6 * 9 * 12] + [0 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * 4 * -6 * 7 * 12 * 15 * 9] + [0 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * 6 * 9 * 12] + [0 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * -6 * 12 * 15 * 9] + [0 * -14 * -16 * 5 * 8 * 1 * 2 * -3 * 6 * 4 * 9 * 12] + [0 * -14 * -16 * 5 * 8 * 1 * 2 * -3 * 6 * -4 * 7 * 9 * 12] + [0 * -14 * -16 * 5 * 8 * 1 * -2 * 12 * 3 * 4 * 6 * 9] + [0 * -14 * -16 * 5 * 8 * 1 * -2 * 12 * 3 * 4 * -6 * 7 * 15 * 9] + [0 * -14 * -16 * 5 * 8 * 1 * -2 * 12 * 3 * -4 * 7 * 6 * 9] + [0 * -14 * -16 * 5 * 8 * 1 * -2 * 12 * 3 * -4 * 7 * -6 * 15 * 9] + [0 * -14 * -16 * 5 * 8 * 1 * -2 * 12 * -3 * 6 * 4 * 9] + [0 * -14 * -16 * 5 * 8 * 1 * -2 * 12 * -3 * 6 * -4 * 7 * 9] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * 2 * 3 * 4 * 6 * 12] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * 2 * 3 * 4 * -6 * 7 * 12 * 15] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * 2 * 3 * -4 * 7 * 6 * 12] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * 2 * 3 * -4 * 7 * -6 * 12 * 15] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * 2 * -3 * 6 * 4 * 12] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * 2 * -3 * 6 * -4 * 7 * 12] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * -2 * 12 * 3 * 4 * 6] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * -2 * 12 * 3 * 4 * -6 * 7 * 15] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * -2 * 12 * 3 * -4 * 7 * 6] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * -2 * 12 * 3 * -4 * 7 * -6 * 15] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * -2 * 12 * -3 * 6 * 4] + [0 * -14 * -16 * 5 * 8 * -1 * 9 * -2 * 12 * -3 * 6 * -4 * 7] + [-1 * -12 * -14 * 5 * 8 * 9 * 2 * 3 * 4 * 6 * 0] + [-1 * -12 * -14 * 5 * 8 * 9 * 2 * 3 * -4 * 7 * 6 * 0] + [-1 * -12 * -14 * 5 * 8 * 9 * 2 * -3 * 6 * 4 * 0] + [-1 * -12 * -14 * 5 * 8 * 9 * 2 * -3 * 6 * -4 * 7 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * 2 * 3 * 4 * 6 * 0 * 12] + [-1 * -14 * -16 * 5 * 8 * 9 * 2 * 3 * 4 * -6 * 7 * 12 * 15 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * 2 * 3 * -4 * 7 * 6 * 0 * 12] + [-1 * -14 * -16 * 5 * 8 * 9 * 2 * 3 * -4 * 7 * -6 * 12 * 15 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * 2 * -3 * 6 * 4 * 0 * 12] + [-1 * -14 * -16 * 5 * 8 * 9 * 2 * -3 * 6 * -4 * 7 * 0 * 12] + [-1 * -14 * -16 * 5 * 8 * 9 * -2 * 12 * 3 * 4 * 6 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * -2 * 12 * 3 * 4 * -6 * 7 * 15 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * -2 * 12 * 3 * -4 * 7 * 6 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * -2 * 12 * 3 * -4 * 7 * -6 * 15 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * -2 * 12 * -3 * 6 * 4 * 0] + [-1 * -14 * -16 * 5 * 8 * 9 * -2 * 12 * -3 * 6 * -4 * 7 * 0] + [-2 * -9 * -14 * 5 * 8 * 1 * 12 * 3 * 4 * 6 * 0] + [-2 * -9 * -14 * 5 * 8 * 1 * 12 * 3 * 4 * -6 * 7 * 15 * 0] + [-2 * -9 * -14 * 5 * 8 * 1 * 12 * 3 * -4 * 7 * 6 * 0] + [-2 * -9 * -14 * 5 * 8 * 1 * 12 * 3 * -4 * 7 * -6 * 15 * 0] + [-2 * -9 * -14 * 5 * 8 * 1 * 12 * -3 * 6 * 4 * 0] + [-2 * -9 * -14 * 5 * 8 * 1 * 12 * -3 * 6 * -4 * 7 * 0] + [-2 * -14 * -16 * 5 * 8 * 1 * 12 * 3 * 4 * 6 * 0 * 9] + [-2 * -14 * -16 * 5 * 8 * 1 * 12 * 3 * 4 * -6 * 7 * 15 * 0 * 9] + [-2 * -14 * -16 * 5 * 8 * 1 * 12 * 3 * -4 * 7 * 6 * 0 * 9] + [-2 * -14 * -16 * 5 * 8 * 1 * 12 * 3 * -4 * 7 * -6 * 15 * 0 * 9] + [-2 * -14 * -16 * 5 * 8 * 1 * 12 * -3 * 6 * 4 * 0 * 9] + [-2 * -14 * -16 * 5 * 8 * 1 * 12 * -3 * 6 * -4 * 7 * 0 * 9] + [-9 * -13 * -14 * 5 * 8 * 1 * 2 * 3 * 4 * 6 * 0] + [-9 * -13 * -14 * 5 * 8 * 1 * 2 * 3 * 4 * -6 * 7 * 12 * 15 * 0] + [-9 * -13 * -14 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * 6 * 0] + [-9 * -13 * -14 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * -6 * 12 * 15 * 0] + [-9 * -13 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * 4 * 0] + [-9 * -13 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * -4 * 7 * 0] + [-12 * -13 * -14 * 5 * 8 * 1 * 2 * 3 * 4 * 6 * 0 * 9] + [-12 * -13 * -14 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * 6 * 0 * 9] + [-12 * -13 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * 4 * 0 * 9] + [-12 * -13 * -14 * 5 * 8 * 1 * 2 * -3 * 6 * -4 * 7 * 0 * 9] + [-13 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * 4 * 6 * 0 * 9 * 12] + [-13 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * 4 * -6 * 7 * 12 * 15 * 0 * 9] + [-13 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * 6 * 0 * 9 * 12] + [-13 * -14 * -16 * 5 * 8 * 1 * 2 * 3 * -4 * 7 * -6 * 12 * 15 * 0 * 9] + [-13 * -14 * -16 * 5 * 8 * 1 * 2 * -3 * 6 * 4 * 0 * 9 * 12] + [-13 * -14 * -16 * 5 * 8 * 1 * 2 * -3 * 6 * -4 * 7 * 0 * 9 * 12]],121
5,9,[[-5] + [-9 * 5]],2
5,10,[[-5] + [-10 * 5] + [-1 * -9 * 5 * 10] + [-9 * -12 * 5 * 10 * 1] + [-9 * -16 * 5 * 10 * 1 * 12] + [-11 * -16 * 5 * 10 * 1 * 9] + [-11 * -16 * 5 * 10 * -1 * 9] + [0 * -9 * -14 * 5 * 10 * 1 * 12 * 16] + [-2 * -9 * -14 * 5 * 10 * 1 * 12 * 16 * 0] + [-9 * -13 * -14 * 5 * 10 * 1 * 12 * 16 * 0 * 2]],10
5,11,[[-5] + [-11 * 5] + [-1 * -9 * 5 * 11] + [-9 * -10 * 5 * 11 * 1] + [-9 * -12 * 5 * 11 * 1 * 10] + [-9 * -16 * 5 * 11 * 1 * 10 * 12] + [0 * -9 * -14 * 5 * 11 * 1 * 10 * 12 * 16] + [-2 * -9 * -14 * 5 * 11 * 1 * 10 * 12 * 16 * 0] + [-9 * -13 * -14 * 5 * 11 * 1 * 10 * 12 * 16 * 0 * 2]],9
5,12,[[-5] + [-12 * 5] + [-1 * -9 * 5 * 12] + [0 * -9 * -14 * 5 * 12 * 1] + [0 * -14 * -16 * 5 * 12 * 1 * 9] + [0 * -14 * -16 * 5 * 12 * -1 * 9] + [-1 * -14 * -16 * 5 * 12 * 9 * 0] + [-2 * -9 * -14 * 5 * 12 * 1 * 0] + [-2 * -14 * -16 * 5 * 12 * 1 * 0 * 9] + [-9 * -13 * -14 * 5 * 12 * 1 * 0 * 2] + [-13 * -14 * -16 * 5 * 12 * 1 * 0 * 2 * 9]],11
5,13,[[-5] + [-13 * 5] + [-1 * -9 * 5 * 13] + [0 * -1 * -14 * 5 * 13 * 9] + [-1 * -2 * -14 * 5 * 13 * 9 * 0] + [-1 * -12 * -14 * 5 * 13 * 9 * 0 * 2] + [-1 * -14 * -16 * 5 * 13 * 9 * 0 * 2 * 12]],7
5,14,[[-5] + [-14 * 5] + [-1 * -9 * 5 * 14]],3
