source,target,pathsets,length
0,11,"[[0, 11]]",1
0,12,"[[0, 12]]",1
0,13,"[[0, 13]]",1
0,14,"[[0, 6, 10, 17, 16, 27, 14], [0, 6, 10, 23, 27, 14], [0, 6, 19, 14], [0, 12, 4, 17, 16, 27, 14], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27, 14], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27, 14], [0, 12, 4, 20, 24, 26, 21, 16, 27, 14], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27, 14], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27, 14], [0, 12, 10, 17, 16, 27, 14], [0, 12, 10, 23, 19, 14], [0, 12, 10, 23, 27, 14], [0, 13, 19, 14]]",13
0,15,"[[0, 6, 10, 17, 16, 27, 14, 2, 15], [0, 6, 10, 23, 27, 14, 2, 15], [0, 6, 19, 5, 15], [0, 6, 19, 14, 2, 15], [0, 12, 4, 17, 16, 27, 14, 2, 15], [0, 12, 4, 17, 16, 27, 14, 19, 5, 15], [0, 12, 4, 17, 16, 27, 23, 19, 5, 15], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27, 14, 2, 15], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27, 14, 19, 5, 15], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27, 23, 19, 5, 15], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27, 14, 2, 15], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27, 14, 19, 5, 15], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27, 23, 19, 5, 15], [0, 12, 4, 20, 24, 26, 21, 16, 27, 14, 2, 15], [0, 12, 4, 20, 24, 26, 21, 16, 27, 14, 19, 5, 15], [0, 12, 4, 20, 24, 26, 21, 16, 27, 23, 19, 5, 15], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27, 14, 2, 15], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27, 14, 19, 5, 15], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27, 23, 19, 5, 15], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27, 14, 2, 15], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27, 14, 19, 5, 15], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27, 23, 19, 5, 15], [0, 12, 10, 17, 16, 27, 14, 2, 15], [0, 12, 10, 17, 16, 27, 14, 19, 5, 15], [0, 12, 10, 23, 19, 5, 15], [0, 12, 10, 23, 19, 14, 2, 15], [0, 12, 10, 23, 27, 14, 2, 15], [0, 13, 19, 5, 15], [0, 13, 19, 14, 2, 15]]",29
0,16,"[[0, 6, 10, 17, 16], [0, 6, 10, 23, 27, 16], [0, 6, 19, 14, 27, 16], [0, 6, 19, 23, 27, 16], [0, 12, 4, 17, 16], [0, 12, 4, 20, 7, 3, 1, 21, 16], [0, 12, 4, 20, 7, 3, 26, 21, 16], [0, 12, 4, 20, 24, 26, 21, 16], [0, 12, 4, 25, 7, 3, 1, 21, 16], [0, 12, 4, 25, 7, 3, 26, 21, 16], [0, 12, 10, 17, 16], [0, 12, 10, 23, 27, 16], [0, 13, 19, 14, 27, 16], [0, 13, 19, 23, 10, 17, 16], [0, 13, 19, 23, 27, 16]]",15
0,17,"[[0, 6, 10, 17], [0, 6, 19, 14, 27, 16, 17], [0, 6, 19, 23, 27, 16, 17], [0, 12, 4, 17], [0, 12, 10, 17], [0, 13, 19, 14, 27, 16, 17], [0, 13, 19, 23, 10, 17], [0, 13, 19, 23, 27, 16, 17]]",8
0,18,"[[0, 6, 10, 17, 4, 8, 18], [0, 6, 10, 17, 4, 25, 22, 18], [0, 6, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [0, 6, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [0, 6, 10, 17, 24, 20, 7, 25, 22, 18], [0, 6, 10, 17, 24, 26, 3, 7, 25, 22, 18], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 25, 4, 8, 18], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 25, 22, 18], [0, 6, 10, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18], [0, 6, 10, 23, 27, 16, 21, 26, 3, 7, 25, 4, 8, 18], [0, 6, 10, 23, 27, 16, 21, 26, 3, 7, 25, 22, 18], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 4, 8, 18], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 4, 25, 22, 18], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18], [0, 6, 19, 14, 27, 16, 17, 4, 8, 18], [0, 6, 19, 14, 27, 16, 17, 4, 25, 22, 18], [0, 6, 19, 14, 27, 16, 17, 24, 20, 7, 25, 22, 18], [0, 6, 19, 14, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 25, 4, 8, 18], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 25, 22, 18], [0, 6, 19, 14, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18], [0, 6, 19, 14, 27, 16, 21, 26, 3, 7, 25, 4, 8, 18], [0, 6, 19, 14, 27, 16, 21, 26, 3, 7, 25, 22, 18], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 4, 8, 18], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 4, 25, 22, 18], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18], [0, 6, 19, 23, 27, 16, 17, 4, 8, 18], [0, 6, 19, 23, 27, 16, 17, 4, 25, 22, 18], [0, 6, 19, 23, 27, 16, 17, 24, 20, 7, 25, 22, 18], [0, 6, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 25, 4, 8, 18], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 25, 22, 18], [0, 6, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18], [0, 6, 19, 23, 27, 16, 21, 26, 3, 7, 25, 4, 8, 18], [0, 6, 19, 23, 27, 16, 21, 26, 3, 7, 25, 22, 18], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 4, 8, 18], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25, 22, 18], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18], [0, 12, 4, 8, 18], [0, 12, 4, 25, 22, 18], [0, 12, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [0, 12, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [0, 12, 10, 17, 24, 20, 7, 25, 22, 18], [0, 12, 10, 17, 24, 26, 3, 7, 25, 22, 18], [0, 12, 10, 23, 27, 16, 21, 1, 3, 7, 25, 22, 18], [0, 12, 10, 23, 27, 16, 21, 26, 3, 7, 25, 22, 18], [0, 12, 10, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18], [0, 13, 19, 14, 27, 16, 17, 4, 8, 18], [0, 13, 19, 14, 27, 16, 17, 4, 25, 22, 18], [0, 13, 19, 14, 27, 16, 17, 24, 20, 7, 25, 22, 18], [0, 13, 19, 14, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 25, 4, 8, 18], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 25, 22, 18], [0, 13, 19, 14, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18], [0, 13, 19, 14, 27, 16, 21, 26, 3, 7, 25, 4, 8, 18], [0, 13, 19, 14, 27, 16, 21, 26, 3, 7, 25, 22, 18], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 4, 8, 18], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 4, 25, 22, 18], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18], [0, 13, 19, 23, 10, 17, 4, 8, 18], [0, 13, 19, 23, 10, 17, 4, 25, 22, 18], [0, 13, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [0, 13, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [0, 13, 19, 23, 10, 17, 24, 20, 7, 25, 22, 18], [0, 13, 19, 23, 10, 17, 24, 26, 3, 7, 25, 22, 18], [0, 13, 19, 23, 27, 16, 17, 4, 8, 18], [0, 13, 19, 23, 27, 16, 17, 4, 25, 22, 18], [0, 13, 19, 23, 27, 16, 17, 24, 20, 7, 25, 22, 18], [0, 13, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 25, 4, 8, 18], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 25, 22, 18], [0, 13, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18], [0, 13, 19, 23, 27, 16, 21, 26, 3, 7, 25, 4, 8, 18], [0, 13, 19, 23, 27, 16, 21, 26, 3, 7, 25, 22, 18], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 4, 8, 18], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25, 22, 18], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18]]",82
0,19,"[[0, 6, 19], [0, 12, 4, 17, 16, 27, 14, 19], [0, 12, 4, 17, 16, 27, 23, 19], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27, 14, 19], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27, 23, 19], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27, 14, 19], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27, 23, 19], [0, 12, 4, 20, 24, 26, 21, 16, 27, 14, 19], [0, 12, 4, 20, 24, 26, 21, 16, 27, 23, 19], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27, 14, 19], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27, 23, 19], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27, 14, 19], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27, 23, 19], [0, 12, 10, 17, 16, 27, 14, 19], [0, 12, 10, 23, 19], [0, 13, 19]]",16
0,20,"[[0, 6, 10, 17, 4, 20], [0, 6, 10, 17, 16, 21, 1, 3, 7, 20], [0, 6, 10, 17, 16, 21, 26, 3, 7, 20], [0, 6, 10, 17, 24, 20], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 20], [0, 6, 10, 23, 27, 16, 21, 26, 3, 7, 20], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20], [0, 6, 19, 14, 27, 16, 17, 4, 20], [0, 6, 19, 14, 27, 16, 17, 24, 20], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 20], [0, 6, 19, 14, 27, 16, 21, 26, 3, 7, 20], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20], [0, 6, 19, 23, 27, 16, 17, 4, 20], [0, 6, 19, 23, 27, 16, 17, 24, 20], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 20], [0, 6, 19, 23, 27, 16, 21, 26, 3, 7, 20], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20], [0, 12, 4, 20], [0, 12, 10, 17, 16, 21, 1, 3, 7, 20], [0, 12, 10, 17, 16, 21, 26, 3, 7, 20], [0, 12, 10, 17, 24, 20], [0, 12, 10, 23, 27, 16, 21, 1, 3, 7, 20], [0, 12, 10, 23, 27, 16, 21, 26, 3, 7, 20], [0, 12, 10, 23, 27, 16, 21, 26, 24, 20], [0, 13, 19, 14, 27, 16, 17, 4, 20], [0, 13, 19, 14, 27, 16, 17, 24, 20], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 20], [0, 13, 19, 14, 27, 16, 21, 26, 3, 7, 20], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20], [0, 13, 19, 23, 10, 17, 4, 20], [0, 13, 19, 23, 10, 17, 16, 21, 1, 3, 7, 20], [0, 13, 19, 23, 10, 17, 16, 21, 26, 3, 7, 20], [0, 13, 19, 23, 10, 17, 24, 20], [0, 13, 19, 23, 27, 16, 17, 4, 20], [0, 13, 19, 23, 27, 16, 17, 24, 20], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 20], [0, 13, 19, 23, 27, 16, 21, 26, 3, 7, 20], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20]]",38
0,21,"[[0, 6, 10, 17, 4, 20, 7, 3, 1, 21], [0, 6, 10, 17, 4, 20, 7, 3, 26, 21], [0, 6, 10, 17, 4, 25, 7, 3, 1, 21], [0, 6, 10, 17, 4, 25, 7, 3, 26, 21], [0, 6, 10, 17, 16, 21], [0, 6, 10, 17, 24, 20, 7, 3, 1, 21], [0, 6, 10, 17, 24, 26, 21], [0, 6, 10, 23, 27, 16, 21], [0, 6, 19, 14, 27, 16, 21], [0, 6, 19, 23, 27, 16, 21], [0, 12, 4, 17, 16, 21], [0, 12, 4, 17, 24, 26, 21], [0, 12, 4, 20, 7, 3, 1, 21], [0, 12, 4, 20, 7, 3, 26, 21], [0, 12, 4, 20, 24, 26, 21], [0, 12, 4, 25, 7, 3, 1, 21], [0, 12, 4, 25, 7, 3, 26, 21], [0, 12, 10, 17, 16, 21], [0, 12, 10, 17, 24, 20, 7, 3, 1, 21], [0, 12, 10, 17, 24, 26, 21], [0, 12, 10, 23, 27, 16, 21], [0, 13, 19, 14, 27, 16, 21], [0, 13, 19, 23, 10, 17, 4, 20, 7, 3, 1, 21], [0, 13, 19, 23, 10, 17, 4, 20, 7, 3, 26, 21], [0, 13, 19, 23, 10, 17, 4, 25, 7, 3, 1, 21], [0, 13, 19, 23, 10, 17, 4, 25, 7, 3, 26, 21], [0, 13, 19, 23, 10, 17, 16, 21], [0, 13, 19, 23, 10, 17, 24, 20, 7, 3, 1, 21], [0, 13, 19, 23, 10, 17, 24, 26, 21], [0, 13, 19, 23, 27, 16, 21]]",30
0,22,"[[0, 6, 10, 17, 4, 8, 18, 22], [0, 6, 10, 17, 4, 25, 22], [0, 6, 10, 17, 16, 21, 1, 3, 7, 25, 22], [0, 6, 10, 17, 16, 21, 26, 3, 7, 25, 22], [0, 6, 10, 17, 24, 20, 7, 25, 22], [0, 6, 10, 17, 24, 26, 3, 7, 25, 22], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18, 22], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 25, 22], [0, 6, 10, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18, 22], [0, 6, 10, 23, 27, 16, 21, 26, 3, 7, 25, 22], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 4, 8, 18, 22], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 4, 25, 22], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22], [0, 6, 19, 14, 27, 16, 17, 4, 8, 18, 22], [0, 6, 19, 14, 27, 16, 17, 4, 25, 22], [0, 6, 19, 14, 27, 16, 17, 24, 20, 7, 25, 22], [0, 6, 19, 14, 27, 16, 17, 24, 26, 3, 7, 25, 22], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18, 22], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 25, 22], [0, 6, 19, 14, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18, 22], [0, 6, 19, 14, 27, 16, 21, 26, 3, 7, 25, 22], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 4, 8, 18, 22], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 4, 25, 22], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 7, 25, 22], [0, 6, 19, 23, 27, 16, 17, 4, 8, 18, 22], [0, 6, 19, 23, 27, 16, 17, 4, 25, 22], [0, 6, 19, 23, 27, 16, 17, 24, 20, 7, 25, 22], [0, 6, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25, 22], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18, 22], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 25, 22], [0, 6, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18, 22], [0, 6, 19, 23, 27, 16, 21, 26, 3, 7, 25, 22], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 4, 8, 18, 22], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25, 22], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22], [0, 12, 4, 8, 18, 22], [0, 12, 4, 25, 22], [0, 12, 10, 17, 16, 21, 1, 3, 7, 25, 22], [0, 12, 10, 17, 16, 21, 26, 3, 7, 25, 22], [0, 12, 10, 17, 24, 20, 7, 25, 22], [0, 12, 10, 17, 24, 26, 3, 7, 25, 22], [0, 12, 10, 23, 27, 16, 21, 1, 3, 7, 25, 22], [0, 12, 10, 23, 27, 16, 21, 26, 3, 7, 25, 22], [0, 12, 10, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22], [0, 13, 19, 14, 27, 16, 17, 4, 8, 18, 22], [0, 13, 19, 14, 27, 16, 17, 4, 25, 22], [0, 13, 19, 14, 27, 16, 17, 24, 20, 7, 25, 22], [0, 13, 19, 14, 27, 16, 17, 24, 26, 3, 7, 25, 22], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18, 22], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 25, 22], [0, 13, 19, 14, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18, 22], [0, 13, 19, 14, 27, 16, 21, 26, 3, 7, 25, 22], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 4, 8, 18, 22], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 4, 25, 22], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 7, 25, 22], [0, 13, 19, 23, 10, 17, 4, 8, 18, 22], [0, 13, 19, 23, 10, 17, 4, 25, 22], [0, 13, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25, 22], [0, 13, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25, 22], [0, 13, 19, 23, 10, 17, 24, 20, 7, 25, 22], [0, 13, 19, 23, 10, 17, 24, 26, 3, 7, 25, 22], [0, 13, 19, 23, 27, 16, 17, 4, 8, 18, 22], [0, 13, 19, 23, 27, 16, 17, 4, 25, 22], [0, 13, 19, 23, 27, 16, 17, 24, 20, 7, 25, 22], [0, 13, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25, 22], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18, 22], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 25, 22], [0, 13, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18, 22], [0, 13, 19, 23, 27, 16, 21, 26, 3, 7, 25, 22], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 4, 8, 18, 22], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25, 22], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22]]",72
0,23,"[[0, 6, 10, 23], [0, 6, 19, 23], [0, 12, 4, 17, 16, 27, 23], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27, 23], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27, 23], [0, 12, 4, 20, 24, 26, 21, 16, 27, 23], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27, 23], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27, 23], [0, 12, 10, 23], [0, 13, 19, 23]]",10
0,24,"[[0, 6, 10, 17, 24], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 20, 24], [0, 6, 10, 23, 27, 16, 21, 26, 24], [0, 6, 19, 14, 27, 16, 17, 24], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 20, 24], [0, 6, 19, 14, 27, 16, 21, 26, 24], [0, 6, 19, 23, 27, 16, 17, 24], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 20, 24], [0, 6, 19, 23, 27, 16, 21, 26, 24], [0, 12, 4, 17, 24], [0, 12, 4, 20, 24], [0, 12, 4, 25, 7, 3, 26, 24], [0, 12, 10, 17, 24], [0, 12, 10, 23, 27, 16, 21, 1, 3, 7, 20, 24], [0, 12, 10, 23, 27, 16, 21, 26, 24], [0, 13, 19, 14, 27, 16, 17, 24], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 20, 24], [0, 13, 19, 14, 27, 16, 21, 26, 24], [0, 13, 19, 23, 10, 17, 24], [0, 13, 19, 23, 27, 16, 17, 24], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 20, 24], [0, 13, 19, 23, 27, 16, 21, 26, 24]]",22
0,25,"[[0, 6, 10, 17, 4, 25], [0, 6, 10, 17, 16, 21, 1, 3, 7, 25], [0, 6, 10, 17, 16, 21, 26, 3, 7, 25], [0, 6, 10, 17, 24, 20, 7, 25], [0, 6, 10, 17, 24, 26, 3, 7, 25], [0, 6, 10, 23, 27, 16, 21, 1, 3, 7, 25], [0, 6, 10, 23, 27, 16, 21, 26, 3, 7, 25], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 4, 25], [0, 6, 10, 23, 27, 16, 21, 26, 24, 20, 7, 25], [0, 6, 19, 14, 27, 16, 17, 4, 25], [0, 6, 19, 14, 27, 16, 17, 24, 20, 7, 25], [0, 6, 19, 14, 27, 16, 17, 24, 26, 3, 7, 25], [0, 6, 19, 14, 27, 16, 21, 1, 3, 7, 25], [0, 6, 19, 14, 27, 16, 21, 26, 3, 7, 25], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 4, 25], [0, 6, 19, 14, 27, 16, 21, 26, 24, 20, 7, 25], [0, 6, 19, 23, 27, 16, 17, 4, 25], [0, 6, 19, 23, 27, 16, 17, 24, 20, 7, 25], [0, 6, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25], [0, 6, 19, 23, 27, 16, 21, 1, 3, 7, 25], [0, 6, 19, 23, 27, 16, 21, 26, 3, 7, 25], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25], [0, 6, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25], [0, 12, 4, 25], [0, 12, 10, 17, 16, 21, 1, 3, 7, 25], [0, 12, 10, 17, 16, 21, 26, 3, 7, 25], [0, 12, 10, 17, 24, 20, 7, 25], [0, 12, 10, 17, 24, 26, 3, 7, 25], [0, 12, 10, 23, 27, 16, 21, 1, 3, 7, 25], [0, 12, 10, 23, 27, 16, 21, 26, 3, 7, 25], [0, 12, 10, 23, 27, 16, 21, 26, 24, 20, 7, 25], [0, 13, 19, 14, 27, 16, 17, 4, 25], [0, 13, 19, 14, 27, 16, 17, 24, 20, 7, 25], [0, 13, 19, 14, 27, 16, 17, 24, 26, 3, 7, 25], [0, 13, 19, 14, 27, 16, 21, 1, 3, 7, 25], [0, 13, 19, 14, 27, 16, 21, 26, 3, 7, 25], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 4, 25], [0, 13, 19, 14, 27, 16, 21, 26, 24, 20, 7, 25], [0, 13, 19, 23, 10, 17, 4, 25], [0, 13, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25], [0, 13, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25], [0, 13, 19, 23, 10, 17, 24, 20, 7, 25], [0, 13, 19, 23, 10, 17, 24, 26, 3, 7, 25], [0, 13, 19, 23, 27, 16, 17, 4, 25], [0, 13, 19, 23, 27, 16, 17, 24, 20, 7, 25], [0, 13, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25], [0, 13, 19, 23, 27, 16, 21, 1, 3, 7, 25], [0, 13, 19, 23, 27, 16, 21, 26, 3, 7, 25], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25], [0, 13, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25]]",50
0,26,"[[0, 6, 10, 17, 4, 20, 7, 3, 26], [0, 6, 10, 17, 4, 25, 7, 3, 26], [0, 6, 10, 17, 16, 21, 26], [0, 6, 10, 17, 24, 26], [0, 6, 10, 23, 27, 16, 21, 26], [0, 6, 19, 14, 27, 16, 17, 4, 20, 7, 3, 26], [0, 6, 19, 14, 27, 16, 17, 4, 25, 7, 3, 26], [0, 6, 19, 14, 27, 16, 17, 24, 26], [0, 6, 19, 14, 27, 16, 21, 26], [0, 6, 19, 23, 27, 16, 17, 4, 20, 7, 3, 26], [0, 6, 19, 23, 27, 16, 17, 4, 25, 7, 3, 26], [0, 6, 19, 23, 27, 16, 17, 24, 26], [0, 6, 19, 23, 27, 16, 21, 26], [0, 12, 4, 17, 16, 21, 26], [0, 12, 4, 17, 24, 26], [0, 12, 4, 20, 7, 3, 26], [0, 12, 4, 20, 24, 26], [0, 12, 4, 25, 7, 3, 26], [0, 12, 10, 17, 16, 21, 26], [0, 12, 10, 17, 24, 26], [0, 12, 10, 23, 27, 16, 21, 26], [0, 13, 19, 14, 27, 16, 17, 4, 20, 7, 3, 26], [0, 13, 19, 14, 27, 16, 17, 4, 25, 7, 3, 26], [0, 13, 19, 14, 27, 16, 17, 24, 26], [0, 13, 19, 14, 27, 16, 21, 26], [0, 13, 19, 23, 10, 17, 4, 20, 7, 3, 26], [0, 13, 19, 23, 10, 17, 4, 25, 7, 3, 26], [0, 13, 19, 23, 10, 17, 16, 21, 26], [0, 13, 19, 23, 10, 17, 24, 26], [0, 13, 19, 23, 27, 16, 17, 4, 20, 7, 3, 26], [0, 13, 19, 23, 27, 16, 17, 4, 25, 7, 3, 26], [0, 13, 19, 23, 27, 16, 17, 24, 26], [0, 13, 19, 23, 27, 16, 21, 26]]",33
0,27,"[[0, 6, 10, 17, 16, 27], [0, 6, 10, 23, 27], [0, 6, 19, 14, 27], [0, 6, 19, 23, 27], [0, 12, 4, 17, 16, 27], [0, 12, 4, 20, 7, 3, 1, 21, 16, 27], [0, 12, 4, 20, 7, 3, 26, 21, 16, 27], [0, 12, 4, 20, 24, 26, 21, 16, 27], [0, 12, 4, 25, 7, 3, 1, 21, 16, 27], [0, 12, 4, 25, 7, 3, 26, 21, 16, 27], [0, 12, 10, 17, 16, 27], [0, 12, 10, 23, 27], [0, 13, 19, 14, 27], [0, 13, 19, 23, 27]]",14
